symbol,name,price,change,change_percentage,market_cap,trailing_p_e,revenue,volume,total_cash,total_debt,five_year_average_dividend_yield,sector,industry
1991.HK,Ta Yang Group Holdings Limited,0.151,-0.007,-4.43%,131.548M,N/A,474.41M,"20,000",222.52M,70.03M,N/A,Consumer Cyclical,Auto Parts
8073.HK,China Singyes New Materials Holdings Limited,0.260,+0.005,+1.96%,135.2M,8.01,N/A,"8,000",N/A,N/A,N/A,Technology,Electronic Components
0600.HK,China Infrastructure Investment Limited,0.031,+0.001,+3.33%,132.367M,N/A,30.11M,3.184M,159.85M,125.78M,N/A,Energy,Oil & Gas Equipment & Services
2108.HK,K2 F&B Holdings Limited,0.165,-0.003,-1.79%,132M,4.36,N/A,"184,000",N/A,N/A,N/A,Energy,Oil & Gas Equipment & Services
8426.HK,Modern Living Investments Holdings Limited,0.165,+0.005,+3.13%,132M,15.82,415.44M,"20,000",26.71M,13.1M,N/A,Real Estate,Real Estate Services
8496.HK,Singapore Food Holdings Limited,0.520,-0.080,-13.33%,124.8M,45.12,N/A,1.615M,N/A,N/A,N/A,Consumer Defensive,Packaged Foods
8525.HK,Baiying Holdings Group Limited,0.485,-0.015,-3.00%,130.95M,10.75,N/A,"30,000",N/A,N/A,N/A,Financial Services,Credit Services
3332.HK,Nanjing Sinolife United Company Limited,0.138,-0.004,-2.82%,130.589M,N/A,N/A,"60,000",N/A,N/A,N/A,Consumer Defensive,Household & Personal Products
8003.HK,Great World Company Holdings Ltd,0.040,0.000,0.00%,130.109M,N/A,464M,"6,000",4.71M,141.32M,N/A,Basic Materials,Lumber & Wood Production
6038.HK,G & M Holdings Limited,0.119,-0.018,-13.14%,119M,5.00,303.87M,"100,000",142.72M,11.07M,N/A,Industrials,Engineering & Construction
8472.HK,Lapco Holdings Limited,0.325,0.000,0.00%,130M,N/A,636.35M,"20,000",27.07M,109.5M,N/A,Industrials,Waste Management
0574.HK,Pa Shun International Holdings Limited,0.088,+0.001,+1.15%,129.799M,N/A,N/A,2.228M,N/A,N/A,N/A,Healthcare,Pharmaceutical Retailers
8062.HK,EFT Solutions Holdings Limited,0.270,+0.020,+8.00%,129.6M,36.00,110.24M,"30,000",34.84M,1.62M,N/A,Technology,Software—Infrastructure
0703.HK,Future Bright Holdings Limited,0.186,-0.001,-0.53%,132.557M,N/A,779M,"300,000",99.76M,650.04M,N/A,Consumer Cyclical,Restaurants
1102.HK,Enviro Energy International Holdings Limited,0.285,-0.020,-6.56%,128.932M,N/A,16.75M,"433,000",369k,185.82M,N/A,Basic Materials,Building Materials
8017.HK,TradeGo FinTech Limited,0.270,0.000,0.00%,128.25M,9.12,54.94M,"232,000",56.8M,3.84M,N/A,Technology,Software—Infrastructure
1217.HK,China Innovation Investment Limited,0.010,0.000,0.00%,128.016M,5.38,26.86M,"200,000",363.29M,2.68M,N/A,Financial Services,Asset Management
1732.HK,Xiangxing International Holding Limited,0.128,0.000,0.00%,128M,9.31,N/A,"760,000",N/A,N/A,N/A,Industrials,Integrated Freight & Logistics
2663.HK,KPa-BM Holdings Limited,0.212,-0.003,-1.40%,127.2M,2.37,N/A,"80,000",N/A,N/A,N/A,Industrials,Integrated Freight & Logistics
0262.HK,Deson Development International Holdings Limited,0.130,-0.005,-3.70%,127.124M,N/A,351.61M,"600,000",20.31M,422.97M,N/A,Real Estate,Real Estate—Development
1195.HK,Kingwell Group Limited,0.044,+0.001,+2.33%,126.9M,N/A,N/A,"316,000",N/A,N/A,N/A,Real Estate,Real Estate—Diversified
1389.HK,Major Holdings Limited,0.038,+0.002,+5.56%,126.388M,N/A,155.21M,"816,000",5.72M,40.19M,N/A,Consumer Defensive,Beverages—Wineries & Distilleries
1130.HK,China Environmental Resources Group Limited,0.060,0.000,0.00%,118.25M,N/A,96.81M,"860,000",7.59M,65.37M,N/A,Consumer Cyclical,Auto & Truck Dealerships
1079.HK,PINE Technology Holdings Limited,0.095,+0.010,+11.76%,126.037M,N/A,181.67M,"2,000",7M,12.74M,N/A,Technology,Computer Hardware
1173.HK,Veeko International Holdings Limited,0.050,0.000,0.00%,125.9M,N/A,1.04B,"20,000",26.48M,695.49M,4.88,Consumer Defensive,Household & Personal Products
0841.HK,Asia Cassava Resources Holdings Limited,0.215,-0.005,-2.27%,125.716M,9.90,1.42B,"348,000",211.55M,1.42B,N/A,Consumer Defensive,Packaged Foods
0197.HK,Heng Tai Consumables Group Limited,0.067,0.000,0.00%,125.471M,N/A,730.57M,"100,410",637.54M,25.31M,N/A,Consumer Defensive,Farm Products
8429.HK,Icicle Group Holdings Limited,0.260,+0.005,+1.96%,124.8M,N/A,65.33M,1.29M,75.72M,7.06M,N/A,Communication Services,Advertising Agencies
8297.HK,My Heart Bodibra Group Limited,0.260,0.000,0.00%,124.8M,N/A,59.19M,"300,000",3.27M,21.18M,N/A,Consumer Cyclical,Apparel Manufacturing
2221.HK,New Concepts Holdings Limited,0.185,-0.014,-7.04%,124.614M,N/A,837.17M,1.112M,40.62M,707.08M,N/A,Industrials,Engineering & Construction
1581.HK,Progressive Path Group Holdings Limited,0.120,-0.004,-3.23%,128.65M,N/A,312.07M,"15,000",20.62M,100.55M,N/A,Industrials,Rental & Leasing Services
8216.HK,Maxicity Holdings Limited,0.310,0.000,0.00%,124M,7.48,209.09M,"85,000",58.11M,83k,N/A,Industrials,Engineering & Construction
2885.HK,Peiport Holdings Ltd.,0.310,0.000,0.00%,124M,4.06,279.95M,"118,000",204.5M,5.47M,N/A,Industrials,Security & Protection Services
2088.HK,Xiwang Property Holdings Company Limited,0.088,+0.006,+7.32%,123.973M,9.97,N/A,"8,000",N/A,N/A,N/A,Real Estate,Real Estate—Development
2193.HK,Man King Holdings Limited,0.295,+0.010,+3.51%,123.846M,42.14,N/A,"24,000",N/A,N/A,N/A,Real Estate,Real Estate—Development
8126.HK,G.A. Holdings Limited,0.265,+0.005,+1.92%,126.219M,3.86,2.18B,"220,000",55.18M,608.73M,N/A,Consumer Cyclical,Auto & Truck Dealerships
8326.HK,Tonking New Energy Group Holdings Limited,0.165,0.000,0.00%,136.626M,8.25,316.55M,"4,000",119.31M,104.24M,N/A,Utilities,Utilities—Renewable
1793.HK,Wecon Holdings Limited,0.154,0.000,0.00%,123.2M,2.67,1.2B,"140,000",140.77M,7.1M,N/A,Industrials,Engineering & Construction
1808.HK,Enterprise Development Holdings Limited,0.195,0.000,0.00%,123.838M,N/A,N/A,"27,000",N/A,N/A,N/A,Technology,Software—Application
1397.HK,Baguio Green Group Limited,0.300,+0.005,+1.69%,124.5M,N/A,1.27B,"20,000",41.12M,241.24M,1.90,Industrials,Waste Management
1637.HK,SH Group (Holdings) Limited,0.315,+0.005,+1.61%,126M,4.69,568.43M,"30,000",141.51M,13.41M,N/A,Industrials,Engineering & Construction
3878.HK,Vicon Holdings Limited,0.305,-0.010,-3.17%,122M,5.14,468.24M,"346,000",19.39M,165.7M,N/A,Industrials,Engineering & Construction
1395.HK,ELL Environmental Holdings Limited,0.113,+0.006,+5.61%,125.125M,122.22,79.48M,"50,000",49.35M,32.15M,N/A,Industrials,Waste Management
8627.HK,Orange Tour Cultural Holding Limited,0.145,-0.020,-12.12%,116M,42.80,N/A,13.144M,N/A,N/A,N/A,Communication Services,Advertising Agencies
8059.HK,Glory Flame Holdings Limited,0.109,-0.001,-0.91%,110.155M,N/A,84.63M,"15,000",31.06M,75.45M,N/A,Industrials,Engineering & Construction
1529.HK,Goal Rise Logistics (China) Holdings Limited,0.149,+0.009,+6.43%,119.2M,34.24,N/A,"200,000",N/A,N/A,N/A,Industrials,Integrated Freight & Logistics
1870.HK,Acme International Holdings Limited,0.229,-0.006,-2.55%,119.08M,2.35,386.62M,"470,000",93.49M,7.21M,N/A,Industrials,Engineering & Construction
1191.HK,China Gem Holdings Limited,0.028,0.000,0.00%,119M,N/A,-262M,2.967M,501.44M,663.41M,N/A,Financial Services,Capital Markets
0911.HK,Qianhai Health Holdings Limited,0.117,0.000,0.00%,198.053M,7.41,924.96M,"20,000",17.5M,27.98M,N/A,Healthcare,Drug Manufacturers—Specialty & Generic
0231.HK,Ping An Securities Group (Holdings) Limited,0.023,0.000,0.00%,118.815M,N/A,-4.18M,"960,000",27.66M,753.78M,N/A,Financial Services,Capital Markets
1693.HK,BGMC International Limited,0.064,-0.002,-3.03%,118.691M,N/A,N/A,"128,000",N/A,N/A,N/A,Industrials,Engineering & Construction
1831.HK,ShiFang Holding Limited,0.130,+0.012,+10.17%,118.185M,N/A,N/A,"30,000",N/A,N/A,N/A,Communication Services,Advertising Agencies
8258.HK,Shaanxi Northwest New Technology Industry Company Limited,0.090,+0.020,+28.57%,117.45M,5.24,N/A,"50,000",N/A,N/A,N/A,Basic Materials,Specialty Chemicals
3997.HK,Telecom Service One Holdings Limited,0.900,0.000,0.00%,114.239M,46.15,44.32M,"6,000",90.04M,1.89M,4.78,Consumer Cyclical,Personal Services
0632.HK,CHK Oil Limited,0.191,0.000,0.00%,117.56M,N/A,184.22M,"146,000",14.04M,26.64M,N/A,Energy,Oil & Gas E&P
8509.HK,Wine's Link International Holdings Limited,0.270,0.000,0.00%,100.552M,9.44,269.09M,"4,000",2.36M,218.5M,N/A,Consumer Defensive,Beverages—Wineries & Distilleries
0784.HK,Ling Yui Holdings Limited,0.145,-0.010,-6.45%,116M,362.50,452.63M,"330,000",12.19M,48.15M,N/A,Industrials,Engineering & Construction
0248.HK,HKC International Holdings Limited,0.094,+0.001,+1.08%,117.061M,N/A,232.24M,"84,000",25.02M,65.9M,N/A,Technology,Communication Equipment
1884.HK,eprint Group Limited,0.210,+0.002,+0.96%,115.5M,20.39,365.8M,"124,000",148.8M,58.36M,4.40,Industrials,Specialty Business Services
8198.HK,Loto Interactive Limited,0.365,+0.050,+15.87%,115.289M,N/A,186.18M,"14,000",45.71M,2.92M,N/A,Consumer Cyclical,Gambling
1166.HK,Solartech International Holdings Limited,0.048,0.000,0.00%,113.977M,N/A,295.49M,"400,000",46.78M,172.7M,N/A,Industrials,Electrical Equipment & Parts
1968.HK,Hingtex Holdings Limited,0.178,-0.009,-4.81%,113.92M,21.71,347.29M,"108,000",126.57M,77.05M,N/A,Consumer Cyclical,Textile Manufacturing
8028.HK,Timeless Software Limited,0.040,-0.003,-6.98%,112.515M,N/A,134.8M,"40,000",51.16M,15.16M,N/A,Basic Materials,Other Industrial Metals & Mining
8250.HK,Silk Road Energy Services Group Limited,0.015,0.000,0.00%,112.388M,N/A,265.35M,"20,000",149.12M,128.95M,N/A,Energy,Thermal Coal
1451.HK,MS Group Holdings Limited,0.560,+0.030,+5.66%,112M,8.87,235.88M,"16,000",109.22M,7.61M,N/A,Consumer Cyclical,Packaging & Containers
2330.HK,China Uptown Group Company Limited,0.061,0.000,0.00%,111.306M,7.06,N/A,"12,000",N/A,N/A,N/A,Real Estate,Real Estate—Diversified
8051.HK,CircuTech International Holdings Limited,4.740,-0.270,-5.39%,111.077M,14.66,396.37M,600,86.72M,84k,N/A,Industrials,Security & Protection Services
1630.HK,Kin Shing Holdings Limited,0.074,-0.001,-1.33%,111M,N/A,434.65M,"810,000",188.32M,144.66M,N/A,Industrials,Engineering & Construction
1069.HK,China Bozza Development Holdings Limited,0.010,0.000,0.00%,110.242M,N/A,N/A,"120,000",N/A,N/A,N/A,Basic Materials,Lumber & Wood Production
0885.HK,Rentian Technology Holdings Limited,0.010,0.000,0.00%,110.226M,N/A,794.31M,1M,363.03M,1.69B,N/A,Technology,Information Technology Services
2682.HK,Yun Lee Marine Group Holdings Limited,0.110,+0.006,+5.77%,110M,11.34,202.42M,"832,000",104.78M,3.8M,N/A,Industrials,Marine Shipping
1532.HK,China Partytime Culture Holdings Limited,0.122,0.000,0.00%,109.522M,N/A,N/A,"99,000",N/A,N/A,N/A,Consumer Cyclical,Apparel Manufacturing
6080.HK,Wing Chi Holdings Limited,0.117,-0.002,-1.68%,109.249M,N/A,326.5M,"132,000",41.74M,4.2M,N/A,Industrials,Engineering & Construction
9933.HK,GHW International,0.109,-0.010,-8.40%,109M,8.27,N/A,"516,000",N/A,N/A,N/A,Basic Materials,Chemicals
1142.HK,Siberian Mining Group Company Limited,0.780,0.000,0.00%,113.113M,N/A,1.19B,"5,000",6.38M,3.78B,N/A,Energy,Oil & Gas Refining & Marketing
1854.HK,Goal Forward Holdings Limited,0.087,+0.001,+1.16%,109.62M,N/A,154.08M,"250,000",42.03M,48.54M,N/A,Consumer Defensive,Food Distribution
1380.HK,China Kingstone Mining Holdings Limited,0.038,-0.005,-11.63%,107.619M,N/A,N/A,"641,300",N/A,N/A,N/A,Basic Materials,Other Industrial Metals & Mining
0969.HK,Hua Lien International (Holding) Company Limited,0.046,-0.009,-16.36%,100.794M,N/A,148.74M,"318,000",54.23M,1.06B,N/A,Consumer Defensive,Confectioners
8036.HK,eBroker Group Limited,0.087,-0.005,-5.43%,107.01M,96.67,40.64M,"100,000",28.51M,3.46M,N/A,Technology,Software—Application
1539.HK,Synergy Group Holdings International Limited,0.162,+0.022,+15.71%,106.92M,N/A,126.55M,"32,000",19.53M,255.56M,N/A,Industrials,Electrical Equipment & Parts
0080.HK,China New Economy Fund Limited,0.178,+0.010,+5.95%,106.827M,N/A,4.43M,"690,000",92.46M,6.02M,N/A,Financial Services,Asset Management
1289.HK,Wuxi Sunlit Science and Technology Company Limited,0.830,-0.050,-5.68%,106.24M,24.35,N/A,"16,000",N/A,N/A,N/A,Industrials,Specialty Industrial Machinery
1872.HK,Guan Chao Holdings Limited,0.118,+0.002,+1.72%,106.2M,5.97,N/A,"300,000",N/A,N/A,N/A,Consumer Cyclical,Auto & Truck Dealerships
1671.HK,"Tianjin Tianbao Energy Co., Ltd.",0.670,+0.030,+4.69%,107.147M,9.68,N/A,"20,000",N/A,N/A,N/A,Utilities,Utilities—Independent Power Producers
1103.HK,"Shanghai Dasheng Agriculture Finance Technology Co., Ltd.",0.011,+0.001,+10.00%,105.062M,N/A,N/A,2.152M,N/A,N/A,N/A,Basic Materials,Agricultural Inputs
8196.HK,Great Water Holdings Limited,0.400,+0.050,+14.29%,120M,N/A,N/A,"4,000",N/A,N/A,N/A,Industrials,Waste Management
0510.HK,CASH Financial Services Group Limited,0.425,+0.005,+1.19%,104.308M,N/A,89.53M,"30,000",1B,191.18M,N/A,Financial Services,Capital Markets
0428.HK,Cocoon Holdings Limited,0.290,-0.010,-3.33%,104.321M,N/A,-12.25M,1.806M,74.25M,21.83M,N/A,Financial Services,Capital Markets
1470.HK,Prosper One International Holdings Company Limited,0.130,-0.005,-3.70%,104M,N/A,94.19M,"216,000",22.17M,52.98M,N/A,Consumer Cyclical,Luxury Goods
1783.HK,Golden Ponder Holdings Limited,0.130,0.000,0.00%,104M,N/A,283.15M,"60,000",145.54M,1.75M,N/A,Industrials,Engineering & Construction
1631.HK,REF Holdings Limited,0.405,0.000,0.00%,103.68M,3.36,175.24M,"30,000",254.82M,19.31M,N/A,Industrials,Specialty Business Services
8481.HK,Shenglong Splendecor International Limited,0.206,-0.004,-1.90%,103M,5.49,N/A,"250,000",N/A,N/A,N/A,Basic Materials,Paper & Paper Products
8041.HK,Luxey International (Holdings) Limited,0.149,-0.010,-6.29%,130.284M,335.44,77.81M,"228,000",19.62M,70.47M,N/A,Consumer Cyclical,Apparel Manufacturing
8348.HK,Tianjin Binhai TEDA Logistics (Group) Corporation Limited,0.275,-0.015,-5.17%,97.436M,8.23,N/A,"10,000",N/A,N/A,N/A,Industrials,Integrated Freight & Logistics
1162.HK,Lumina Group Limited,0.170,-0.014,-7.61%,102M,5.94,110.07M,"160,000",81.83M,2.05M,N/A,Industrials,Security & Protection Services
1433.HK,Cirtek Holdings Limited,0.051,0.000,0.00%,102M,4.03,295.94M,2.26M,123.83M,59.52M,N/A,Consumer Cyclical,Apparel Manufacturing
0524.HK,Great Wall Belt & Road Holdings Limited,0.097,-0.003,-3.00%,101.877M,N/A,84.34M,7.631M,6.8M,7.93M,N/A,Communication Services,Telecom Services
0871.HK,China Dredging Environment Protection Holdings Limited,0.057,+0.003,+5.56%,101.595M,N/A,N/A,"38,000",N/A,N/A,N/A,Industrials,Engineering & Construction
1116.HK,Mayer Holdings Limited,0.219,+0.009,+4.29%,472.602M,175.20,N/A,1.14M,N/A,N/A,N/A,Basic Materials,Steel
1937.HK,JiaChen Holding Group Limited,0.101,-0.001,-0.98%,101M,4.90,N/A,1.38M,N/A,N/A,N/A,Industrials,Building Products & Equipment
2212.HK,Future Bright Mining Holdings Limited,0.026,+0.001,+4.00%,100.62M,N/A,N/A,2.44M,N/A,N/A,N/A,Basic Materials,Building Materials
8088.HK,AID Life Science Holdings Limited,0.028,-0.001,-3.45%,15.399M,N/A,7.35M,"34,000",371.37M,213.83M,N/A,Financial Services,Asset Management
8406.HK,Alpha Era International Holdings Limited,0.125,-0.006,-4.58%,100M,3.31,N/A,"410,000",N/A,N/A,N/A,Financial Services,Asset Management
1064.HK,Zhong Hua International Holdings Limited,0.140,-0.009,-6.04%,99.906M,N/A,27.29M,"40,000",83.09M,70.56M,N/A,Real Estate,Real Estate—Development
0915.HK,Daohe Global Group Limited,0.056,-0.010,-15.15%,84.537M,N/A,47.87M,"250,000",10.7M,6.87M,N/A,Consumer Cyclical,Specialty Retail
6880.HK,Tempus Holdings Limited,0.285,0.000,0.00%,99.539M,N/A,395.23M,"24,000",84.75M,430.03M,N/A,Consumer Cyclical,Leisure
8527.HK,JLogo Holdings Limited,0.199,-0.011,-5.24%,99.5M,N/A,N/A,"25,000",N/A,N/A,N/A,Consumer Cyclical,Restaurants
0851.HK,Sheng Yuan Holdings Limited,0.026,+0.001,+4.00%,99.312M,N/A,4.2M,"700,000",27.87M,110.3M,N/A,Financial Services,Capital Markets
8606.HK,Kinetix Systems Holdings Limited,0.127,+0.009,+7.63%,101.6M,N/A,284.95M,"210,000",60.41M,25.28M,N/A,Technology,Information Technology Services
8035.HK,Janco Holdings Limited,0.165,0.000,0.00%,99M,N/A,N/A,"50,000",N/A,N/A,N/A,Technology,Information Technology Services
8659.HK,Yik Wo International Holdings Limited,0.165,+0.002,+1.23%,99M,3.69,N/A,"490,000",N/A,N/A,N/A,Consumer Cyclical,Packaging & Containers
1175.HK,"Fresh Express Delivery Holdings Group Co., Limited",0.060,+0.008,+15.38%,98.777M,N/A,N/A,2.08M,N/A,N/A,N/A,Consumer Defensive,Food Distribution
0577.HK,South Shore Holdings Limited,0.097,+0.003,+3.19%,98.256M,N/A,10.9B,"270,000",433.53M,6.03B,N/A,Industrials,Engineering & Construction
0810.HK,China Internet Investment Finance Holdings Limited,0.103,+0.005,+5.10%,97.111M,N/A,1.24M,"126,000",49.15M,2.41M,N/A,Financial Services,Asset Management
8020.HK,Unitas Holdings Limited,0.039,+0.009,+30.00%,96.445M,N/A,35.16M,"500,000",2.73M,18.86M,N/A,Industrials,Marine Shipping
1500.HK,In Construction Holdings Limited,0.116,0.000,0.00%,96.28M,23.20,393.89M,"155,000",53.31M,42.76M,N/A,Industrials,Engineering & Construction
1049.HK,Celestial Asia Securities Holdings Limited,1.190,+0.050,+4.39%,96.057M,N/A,N/A,"6,000",N/A,N/A,N/A,Industrials,Engineering & Construction
3395.HK,Persta Resources Inc.,0.315,-0.025,-7.35%,95.094M,N/A,N/A,"7,000",N/A,N/A,N/A,Energy,Oil & Gas E&P
8296.HK,Sino-Life Group Limited,0.128,-0.001,-0.78%,95.04M,N/A,N/A,"172,000",N/A,N/A,N/A,Consumer Cyclical,Personal Services
1536.HK,Yuk Wing Group Holdings Limited,0.250,0.000,0.00%,95M,6.94,178.56M,"60,000",105.11M,36.35M,N/A,Industrials,Specialty Industrial Machinery
1737.HK,A & S Group (Holdings) Limited,0.095,-0.004,-4.04%,95M,N/A,N/A,"360,000",N/A,N/A,N/A,Industrials,Specialty Industrial Machinery
1871.HK,China Oriented International Holdings Limited,0.237,0.000,0.00%,94.8M,3.49,N/A,"552,000",N/A,N/A,N/A,Consumer Defensive,Education & Training Services
3344.HK,GTI Holdings Limited,0.015,-0.002,-11.76%,94.482M,N/A,590.23M,2.528M,4.69M,684.18M,N/A,Consumer Cyclical,Textile Manufacturing
8139.HK,"Zhejiang Chang'an Renheng Technology Co., Ltd.",2.200,-0.170,-7.17%,84.48M,108.08,N/A,"1,000",N/A,N/A,N/A,Basic Materials,Chemicals
1706.HK,Shuang Yun Holdings Limited,0.094,-0.009,-8.74%,94M,5.30,N/A,"115,000",N/A,N/A,N/A,Basic Materials,Chemicals
0401.HK,Wanjia Group Holdings Limited,0.167,-0.001,-0.60%,93.557M,N/A,96.98M,3.54M,24.8M,24.73M,N/A,Healthcare,Medical Distribution
1695.HK,S&P International Holding Limited,0.086,0.000,0.00%,92.88M,N/A,N/A,"25,000",N/A,N/A,N/A,Consumer Defensive,Packaged Foods
8333.HK,Astrum Financial Holdings Limited,0.116,0.000,0.00%,92.8M,193.33,49.65M,"375,000",130.04M,2.38M,N/A,Financial Services,Capital Markets
1235.HK,Travel Expert (Asia) Enterprises Limited,0.182,-0.018,-9.00%,92.794M,N/A,287.16M,"820,000",54.73M,26.96M,5.70,Consumer Cyclical,Travel Services
1063.HK,Suncorp Technologies Limited,0.101,+0.006,+6.32%,92.207M,N/A,200.28M,1.385M,63.12M,1.62M,N/A,Industrials,Conglomerates
0130.HK,Moiselle International Holdings Limited,0.320,0.000,0.00%,92.138M,N/A,191.6M,"24,000",31.83M,122.74M,N/A,Consumer Cyclical,Apparel Manufacturing
1621.HK,Vico International Holdings Limited,0.092,-0.001,-1.08%,92M,5.75,1.05B,"80,000",67.38M,32.62M,N/A,Energy,Oil & Gas Refining & Marketing
8510.HK,Top Standard Corporation,0.095,0.000,0.00%,91.2M,N/A,76.65M,"640,000",1.19M,50.52M,N/A,Consumer Cyclical,Restaurants
2683.HK,Wah Sun Handbags International Holdings Limited,0.220,-0.002,-0.90%,89.898M,8.26,756.15M,"200,000",85.68M,30.23M,N/A,Consumer Cyclical,Footwear & Accessories
0076.HK,Elate Holdings Limited,0.013,0.000,0.00%,91.086M,N/A,96.39M,18.91M,19.62M,860k,N/A,Technology,Electronic Components
8175.HK,China Digital Culture (Group) Limited,0.045,-0.004,-8.16%,90.908M,N/A,77.35M,"120,000",82.28M,422.22M,N/A,Communication Services,Entertainment
8501.HK,Sanbase Corporation Limited,0.450,-0.010,-2.17%,90M,5.13,603.44M,"12,000",131.59M,4.99M,N/A,Industrials,Consulting Services
8493.HK,Dragon King Group Holdings Limited,0.062,-0.003,-4.62%,89.28M,N/A,N/A,"156,000",N/A,N/A,N/A,Industrials,Consulting Services
2363.HK,Tongda Hong Tai Holdings Limited,0.470,-0.005,-1.05%,88.885M,N/A,467.87M,"22,750",13.13M,287.55M,N/A,Technology,Electronic Components
8319.HK,Expert Systems Holdings Limited,0.111,-0.001,-0.89%,88.8M,7.68,482.94M,1.71M,95.4M,7.26M,N/A,Technology,Information Technology Services
0033.HK,Amber Hill Financial Holdings Limited,0.066,0.000,0.00%,88.645M,N/A,86.28M,1.637M,19.62M,219.9M,N/A,Financial Services,Asset Management
1867.HK,LKS Holding Group Limited,0.079,+0.005,+6.76%,88.48M,87.78,295.88M,"10,000",39.99M,33.13M,N/A,Industrials,Consulting Services
2324.HK,Capital VC Limited,0.320,+0.010,+3.23%,88.156M,N/A,-143.07M,2.536M,272.58M,N/A,N/A,Financial Services,Capital Markets
8403.HK,Dowway Holdings Limited,0.044,0.000,0.00%,88M,N/A,N/A,1.84M,N/A,N/A,N/A,Communication Services,Advertising Agencies
8613.HK,Oriental Payment Group Holdings Limited,0.087,+0.004,+4.82%,87M,N/A,63.21M,1.76M,38.11M,7.31M,N/A,Technology,Software—Infrastructure
1640.HK,Ruicheng (China) Media Group Limited,0.220,-0.008,-3.51%,88M,1.61,N/A,"392,000",N/A,N/A,N/A,Communication Services,Advertising Agencies
8535.HK,Vistar Holdings Limited,0.073,0.000,0.00%,87.6M,9.48,235.05M,"40,000",29.48M,4.86M,N/A,Industrials,Security & Protection Services
8620.HK,Asia-express Logistics Holdings Limited,0.182,0.000,0.00%,87.36M,30.21,319.27M,"220,000",15.41M,56.3M,N/A,Industrials,Airports & Air Services
8300.HK,Royal Catering Group Holdings Company Limited,0.030,-0.004,-11.76%,79.301M,N/A,59.62M,"20,000",45.07M,26.16M,N/A,Consumer Cyclical,Restaurants
8512.HK,Hyfusin Group Holdings Limited,0.080,+0.004,+5.26%,88M,2.23,356.17M,2.92M,42.24M,52.66M,N/A,Consumer Defensive,Household & Personal Products
8255.HK,China Binary New Fintech Group,0.180,-0.006,-3.23%,86.4M,N/A,N/A,"210,000",N/A,N/A,N/A,Technology,Software—Application
0919.HK,Modern Healthcare Technology Holdings Limited,0.094,-0.009,-8.74%,85.021M,N/A,527.11M,"916,000",179.93M,80.88M,N/A,Consumer Cyclical,Personal Services
8482.HK,Wan Leader International Limited,0.103,-0.002,-1.90%,86.52M,N/A,252.65M,7.92M,15.86M,10.63M,N/A,Industrials,Integrated Freight & Logistics
0318.HK,Vongroup Limited,0.450,+0.055,+13.92%,86.485M,8.46,35.05M,"30,000",30.9M,24.27M,N/A,Financial Services,Capital Markets
3919.HK,Golden Power Group Holdings Limited,0.365,+0.005,+1.39%,87.6M,9.86,306.16M,"2,000",41.53M,191.79M,N/A,Industrials,Electrical Equipment & Parts
8495.HK,1957 & Co. (Hospitality) Limited,0.225,-0.005,-2.17%,86.4M,N/A,327.22M,"476,000",51.56M,136M,N/A,Consumer Cyclical,Restaurants
8065.HK,KML Technology Group Limited,0.215,0.000,0.00%,86M,3.94,235.54M,"475,000",83M,8.7M,N/A,Industrials,Infrastructure Operations
8519.HK,Jia Group Holdings limited,0.100,+0.007,+7.53%,86M,N/A,203.76M,11.22M,15.02M,41.47M,N/A,Consumer Cyclical,Restaurants
3628.HK,RENHENG Enterprise Holdings Limited,0.110,+0.005,+4.76%,88.44M,122.22,65.96M,"248,000",71.61M,4.42M,N/A,Industrials,Specialty Industrial Machinery
0084.HK,Stelux Holdings International Limited,0.081,-0.003,-3.57%,84.764M,N/A,1.03B,"504,000",175.32M,947.01M,N/A,Consumer Cyclical,Luxury Goods
8315.HK,Greatwalle Inc.,0.052,+0.003,+6.12%,86.412M,N/A,56.51M,"938,000",17.26M,29.95M,N/A,Industrials,Security & Protection Services
1059.HK,Kantone Holdings Limited,0.390,-0.025,-6.02%,84.645M,19.50,149.06M,"8,986",79.57M,8.92M,N/A,Technology,Information Technology Services
1305.HK,Wai Chi Holdings Company Limited,0.390,-0.015,-3.70%,84.562M,2.29,1.91B,"27,000",15.73M,341.66M,N/A,Technology,Electronic Components
1025.HK,KNT Holdings Limited,0.161,-0.001,-0.62%,83.72M,N/A,168.51M,"76,000",48.67M,52.51M,N/A,Consumer Cyclical,Apparel Manufacturing
0145.HK,The Hong Kong Building And Loan Agency Limited,0.208,-0.012,-5.45%,81.64M,N/A,26M,"270,400",2.35M,22.04M,N/A,Financial Services,Asset Management
0061.HK,Green Leader Holdings Group Limited,0.155,-0.015,-8.82%,81.57M,N/A,917.02M,250,23.26M,4.6B,N/A,Basic Materials,Coking Coal
0736.HK,China Properties Investment Holdings Limited,0.630,-0.060,-8.70%,85.395M,N/A,42.52M,"41,100",49.64M,127.37M,N/A,Financial Services,Credit Services
2133.HK,Greenway Mining Group Limited,0.182,0.000,0.00%,81.44M,N/A,N/A,"10,000",N/A,N/A,N/A,Basic Materials,Other Industrial Metals & Mining
3626.HK,Hang Sang (Siu Po) International Holding Company Limited,0.465,-0.135,-22.50%,85.56M,202.17,65.09M,"518,000",58.63M,2.37M,N/A,Industrials,Specialty Business Services
0619.HK,South China Financial Holdings Limited,0.280,+0.010,+3.70%,84.358M,N/A,84.57M,"60,000",826.13M,554.82M,N/A,Financial Services,Capital Markets
